Date,Open,High,Low,Close,Volume,Day,Weekday,Week,Month,Year
1996-11-07,45.378695755119175,45.798507269204826,45.32011740431652,45.622772216796875,1446300,7,3,45,11,1996
1996-11-08,45.63254473406752,45.8863843068287,45.45680964523286,45.87662124633789,1355700,8,4,45,11,1996
1996-11-11,45.76921477478314,45.93518675668828,45.74968865926488,45.82779312133789,655900,11,0,46,11,1996
1996-11-12,45.95471509053157,45.984004265222794,45.62277111069769,45.69111251831055,719900,12,1,46,11,1996
1996-11-13,45.73992450245896,45.96447482552333,45.62276781216451,45.89613342285156,481900,13,2,46,11,1996
1996-11-14,45.73016093327448,46.198787689208984,45.710634818443886,46.198787689208984,558800,14,3,46,11,1996
1996-11-15,46.31593688604146,46.55025022610576,46.06209743430515,46.25735855102539,2250900,15,4,46,11,1996
1996-11-18,46.345228627050545,46.39404390894126,46.071863048462504,46.26712417602539,1518200,18,0,47,11,1996
1996-11-19,46.32570590409448,46.60883455977809,46.257364504446706,46.59907150268555,1029300,19,1,47,11,1996
1996-11-20,46.58930610508331,46.87243474654338,46.433097199450174,46.67717361450195,730000,20,2,47,11,1996
1996-11-21,46.735776002306196,46.765065187183346,46.47217333841184,46.608856201171875,653000,21,3,47,11,1996
1996-11-22,46.67717436776789,47.01888135435477,46.67717436776789,46.97006607055664,965100,22,4,47,11,1996
1996-11-25,47.01888161144037,47.585138906594764,46.9114879864973,47.56561279296875,2058800,25,0,48,11,1996
1996-11-26,47.66323656619478,47.91707600714543,47.15555768429349,47.40939712524414,2861800,26,1,48,11,1996
1996-11-27,47.52656121369069,47.60466566925962,47.26295867614557,47.321537017822266,872000,27,2,48,11,1996
1996-11-29,47.487513248329904,47.62419605784401,47.399645727927975,47.497276306152344,1073400,29,4,48,11,1996
1996-12-02,47.43869927670644,47.56561903192298,47.10675530152471,47.51680374145508,1350600,2,0,49,12,1996
1996-12-03,47.526559616012314,47.84874048440353,46.70646286010742,46.70646286010742,1777800,3,1,49,12,1996
1996-12-04,46.784558749283406,46.901715407253235,46.29640600774247,46.8333740234375,2365100,4,2,49,12,1996
1996-12-05,46.76504119981492,46.95053927555531,46.569780067456605,46.70646286010742,1697700,5,3,49,12,1996
1996-12-06,45.76921750157696,46.70647110229184,45.39822128462732,46.43310546875,3401800,6,4,49,12,1996
1996-12-09,46.667404127377864,47.12626772444622,46.59906274058045,47.11650466918945,1864600,9,0,50,12,1996
1996-12-10,47.21413716608699,47.28247855569878,46.84314105105157,46.8919563293457,1331600,10,1,50,12,1996
1996-12-11,46.00352341759528,46.628359049752774,45.80826228254607,46.46238708496094,1847900,11,2,50,12,1996
1996-12-12,46.72599669073382,46.784575040116266,45.573955819545645,45.69111251831055,2540200,12,3,50,12,1996
1996-12-13,45.65206817145644,45.97424914871437,45.242019654946354,45.80827713012695,1678300,13,4,50,12,1996
1996-12-16,45.92543251156189,46.04258922715261,45.027231025366376,45.22249221801758,1831100,16,0,51,12,1996
1996-12-17,45.08579762014135,45.78873773028647,44.910062592605065,45.58371353149414,2023200,17,1,51,12,1996
1996-12-18,45.8473157189625,46.091392144212506,45.77897431989249,45.9449462890625,1666800,18,2,51,12,1996
1996-12-19,46.35498826811022,46.94077160763984,46.16949021059251,46.8919563293457,2269300,19,3,51,12,1996
1996-12-20,47.17147173473382,47.544291186880216,46.936006817588726,46.994873046875,1543200,20,4,51,12,1996
1996-12-23,47.15183376377724,47.22051100812731,46.67109305332674,46.87712478637695,1263700,23,0,52,12,1996
1996-12-24,46.99486237713583,47.220516204833984,46.9654292691752,47.220516204833984,633000,24,1,52,12,1996
1996-12-26,47.36769140499155,47.61296735468599,47.32844725304043,47.583534240722656,1384300,26,3,52,12,1996
1996-12-27,47.58350974841802,47.7404862754231,47.40691115553729,47.64237594604492,410400,27,4,52,12,1996
1996-12-30,47.79938314047204,47.79938314047204,47.19109870806045,47.230342864990234,694100,30,0,1,12,1996
1996-12-31,47.2695623116124,47.328428516234574,46.366947174072266,46.366947174072266,1378100,31,1,1,12,1996
1997-01-02,46.700526761223664,46.700526761223664,45.68017911770113,46.484683990478516,2031900,2,3,1,1,1997
1997-01-03,46.70054387708927,47.17147373131202,46.5141341431261,47.151851654052734,2123200,3,4,1,1,1997
1997-01-06,47.15183628476237,47.367679064259825,46.66128451317724,46.73977279663086,1374100,6,0,2,1,1997
1997-01-07,46.739801303225896,47.387330036645906,46.54358047491681,47.308841705322266,939000,7,1,2,1,1997
1997-01-08,47.56390184218913,47.583523913906205,46.896751403808594,46.896751403808594,1802200,8,2,2,1,1997
1997-01-09,47.13222323215849,47.64239717222348,47.05373493368695,47.28919982910156,1415700,9,3,2,1,1997
1997-01-10,46.62204543240552,47.87785810398547,46.62204543240552,47.79936981201172,2369500,10,4,2,1,1997
1997-01-13,48.034828278560184,48.034828278560184,47.49522134324139,47.73068618774414,1364600,13,0,3,1,1997
1997-01-14,48.15255255008005,48.59404905879105,48.03482014775712,48.32915115356445,2111200,14,1,3,1,1997
1997-01-15,48.17218164141992,48.47632372510302,47.95633887235449,48.21142578125,1583900,15,2,3,1,1997
1997-01-16,48.368413474427385,48.53520110709782,48.0348382090865,48.407657623291016,1308400,16,3,3,1,1997
1997-01-17,48.47633056963384,48.819716841630836,48.41746435157721,48.70198440551758,1604000,17,4,3,1,1997
1997-01-20,48.819680841396035,49.03552348177198,48.64308231745208,48.76081466674805,1889900,20,0,4,1,1997
1997-01-21,48.5842534839988,49.32008123264579,48.41746586097215,49.15329360961914,2785800,21,1,4,1,1997
1997-01-22,49.17291356834021,49.50648880004883,48.898204553991945,49.50648880004883,1201600,22,2,4,1,1997
1997-01-23,49.643856106847046,50.0362976570988,48.28993275847849,48.81972885131836,2601100,23,3,4,1,1997
1997-01-24,48.89820909655444,48.917831170830745,48.19181442260742,48.19181442260742,2176000,24,4,4,1,1997
1997-01-27,48.27030909309683,48.49596297706862,47.95635586322303,48.054466247558594,2108500,27,0,5,1,1997
1997-01-28,48.74123250234399,48.87858702227813,47.72088463997608,48.19181442260742,4376000,28,1,5,1,1997
1997-01-29,48.27030870991368,48.662750244140625,48.093710019511555,48.662750244140625,1122700,29,2,5,1,1997
1997-01-30,48.89820793783589,49.310271487873834,48.60387683066593,49.2906494140625,2126300,30,3,5,1,1997
1997-01-31,49.565367767467784,49.859698929982436,49.212170372450196,49.23179244995117,3208100,31,4,5,1,1997
1997-02-03,49.42797666625855,49.53589801269143,49.2023229418989,49.37892150878906,755000,3,0,6,2,1997
1997-02-04,49.447644310539935,49.7321644861363,49.251423499783826,49.683109283447266,654100,4,1,6,2,1997
1997-02-05,49.75175937077581,49.89892489839593,48.427269622194714,48.751033782958984,2255400,5,2,6,2,1997
1997-02-06,48.83933373672016,49.1042316898924,48.60386888945594,49.074798583984375,2483100,6,3,6,2,1997
1997-02-07,49.48686026548728,49.76156924396342,48.83933195907924,49.741947174072266,2321000,7,4,6,2,1997
1997-02-10,49.76157844935409,49.93817711104344,49.241593501046566,49.271026611328125,1670000,10,0,7,2,1997
1997-02-11,49.46725319088913,49.84007263183594,49.055189598263716,49.84007263183594,1664300,11,1,7,2,1997
1997-02-12,49.8400570591044,50.63475088229091,49.77137981512532,50.546451568603516,2675400,12,2,7,2,1997
1997-02-13,50.74268886021205,51.21361868722098,50.664200555710565,51.09588623046875,1104800,13,3,7,2,1997
1997-02-14,50.97814178466797,51.154740428263814,50.80154314107212,50.97814178466797,1112900,14,4,7,2,1997
1997-02-18,51.07627949459862,51.44909905295336,50.70345993624389,51.409854888916016,833100,18,1,8,2,1997
1997-02-19,51.272468500934345,51.488311269212296,50.95851538343915,51.066436767578125,648100,19,2,8,2,1997
1997-02-20,50.8800307518311,51.08606249995846,50.33061275682483,50.44834518432617,1193900,20,3,8,2,1997
1997-02-21,50.48759769095603,50.71325154771701,50.32081005769792,50.46797561645508,1844400,21,4,8,2,1997
1997-02-24,50.21287672938806,51.0958698723433,50.21287672938806,51.066436767578125,787300,24,0,9,2,1997
1997-02-25,51.11550103910918,51.19398933245138,50.78192579240482,51.105690002441406,1653900,25,1,9,2,1997
1997-02-26,51.05663529714442,51.1351235912215,49.99704332710375,50.60532760620117,1597800,26,2,9,2,1997
1997-02-27,50.742692373418784,50.742692373418784,49.84007680915843,49.84988784790039,1813100,27,3,9,2,1997
1997-02-28,49.76155249968001,50.15399376545035,49.643820119948906,49.70268630981445,2961200,28,4,9,2,1997
1997-03-03,49.44760437011719,50.07551045735677,49.40836023966471,50.0362663269043,1210400,3,0,10,3,1997
1997-03-04,50.173641143161035,50.310995655480994,49.66346724025834,49.76157760620117,1478700,4,1,10,3,1997
1997-03-05,50.05590954766157,50.60532760620117,49.88912192274776,50.60532760620117,1254800,5,2,10,3,1997
1997-03-06,50.62492331922891,50.80152188894715,50.15399379998027,50.310970306396484,1528500,6,3,10,3,1997
1997-03-07,50.50721545195459,50.95852312693321,50.389483015003655,50.76230239868164,1859300,7,4,10,3,1997
1997-03-10,50.82117680474465,51.29210662841797,50.575900854914806,51.29210662841797,1074900,10,0,11,3,1997
1997-03-11,51.33133670513446,51.36076981104337,51.01738357543945,51.01738357543945,624600,11,1,11,3,1997
1997-03-12,51.05662612115684,51.0762481911496,50.4189088463922,50.56607437133789,1055600,12,2,11,3,1997
1997-03-13,50.3895001319341,50.526854688368495,49.643861111290214,49.78121566772461,2514100,13,3,11,3,1997
1997-03-14,50.00683322906494,50.2521090443929,49.76155741373698,50.0362663269043,1642700,14,4,11,3,1997
1997-03-17,49.76155496715893,50.25210657369638,49.25138129635998,50.17361831665039,3013500,17,0,12,3,1997
1997-03-18,50.232502563500695,50.301179813099225,49.427997639632125,49.634029388427734,1352500,18,1,12,3,1997
1997-03-19,49.50649497377547,49.918558546684416,49.01594310126481,49.46725082397461,1510000,19,2,12,3,1997
1997-03-20,49.44762690785969,49.60460350121797,48.89820883110569,49.212162017822266,1808200,20,3,12,3,1997
1997-03-21,49.59759161899765,49.63698605237254,49.3809222354357,49.44001388549805,2810600,21,4,12,3,1997
1997-03-24,49.47939796073029,50.15895179418777,49.223334197398486,50.1294059753418,2145600,24,0,13,3,1997
1997-03-25,50.01123673726642,50.405181099119645,49.49910906685723,49.63698959350586,2125800,25,1,13,3,1997
1997-03-26,49.83395955158476,50.208206678652004,49.59759294501598,49.85365676879883,1335300,26,2,13,3,1997
1997-03-27,50.030919886254644,50.030919886254644,48.002106993229354,48.533931732177734,2898500,27,3,13,3,1997
1997-03-31,48.474845218816604,48.61272572126752,47.43089284311677,47.509681701660156,4270700,31,0,14,3,1997
1997-04-01,47.430895292083704,48.02181176166947,47.30286339034013,47.81499099731445,3210900,1,1,14,4,1997
1997-04-02,47.66725626567866,47.864228399007914,46.91876215902751,46.95815658569336,2672700,2,2,14,4,1997
1997-04-03,46.91880544344982,47.352144536546334,46.76122759141473,47.214263916015625,2284200,3,3,14,4,1997
1997-04-04,46.95817243389794,47.815001503056735,46.74150301411066,47.805152893066406,3706700,4,4,14,4,1997
1997-04-07,48.02182488428746,48.29758597878296,47.992279052734375,47.992279052734375,2596200,7,0,15,4,1997
1997-04-08,47.98241379791484,48.39605529617272,47.805138870090026,48.33696365356445,1822700,8,1,15,4,1997
1997-04-09,48.53395560773162,48.56350144109671,47.80515838472591,47.94303894042969,2453200,9,2,15,4,1997
1997-04-10,47.962730714463696,48.24834040454982,47.70666685438648,47.7657585144043,1996500,10,3,15,4,1997
1997-04-11,47.312707309625424,47.47028501923283,46.24905776977539,46.24905776977539,4221600,11,4,15,4,1997
1997-04-14,46.47557780311298,46.9286137384686,46.20966540627381,46.86952209472656,3988500,14,0,16,4,1997
1997-04-15,47.4309040290265,47.67711927004097,46.95817076627873,47.66727066040039,2760400,15,1,16,4,1997
1997-04-16,47.509684562683105,48.28772458765242,47.43089569939507,48.21878433227539,2273300,16,2,16,4,1997
1997-04-17,48.2187884286156,48.5339439085412,47.90363294869002,48.02181625366211,1386000,17,3,16,4,1997
1997-04-18,48.415767918800825,48.524102631393745,48.06121795031489,48.2581901550293,1702100,18,4,16,4,1997
1997-04-21,48.37637782978444,48.47486394100142,47.568791717805134,47.94303894042969,2809400,21,0,17,4,1997
1997-04-22,47.97256344129093,48.99681854248047,47.90362319409548,48.99681854248047,3215000,22,1,17,4,1997
1997-04-23,48.947587821378285,49.18395444264852,48.65212954479049,49.04607391357422,2047700,23,2,17,4,1997
1997-04-24,49.193794766300016,49.341523879712334,48.455149199238456,48.79985046386719,2689900,24,3,17,4,1997
1997-04-25,48.57333995216279,48.661977433827325,48.169546980135486,48.238487243652344,1606200,25,4,17,4,1997
1997-04-28,48.218804445432546,49.04608785503555,48.14001554927988,48.71123504638672,1666500,28,0,18,4,1997
1997-04-29,49.53847065667273,50.28696444790675,49.35134720886422,50.2475700378418,3197400,29,1,18,4,1997
1997-04-30,49.95215329554599,50.85822547677435,49.93245607421494,50.483978271484375,3372200,30,2,18,4,1997
1997-05-01,50.56277681589127,50.759749066829684,49.991557288169865,50.424896240234375,2149500,1,3,18,5,1997
1997-05-02,50.602143320594486,51.47866935320113,50.46426282108333,51.33094024658203,1448300,2,4,18,5,1997
1997-05-05,51.46882297109807,52.67035309020905,51.24230499782305,52.55216979980469,3636200,5,0,19,5,1997
1997-05-06,52.296113653104285,52.611269140279305,52.00065538387771,52.51278305053711,1721100,6,1,19,5,1997
1997-05-07,52.31581644631602,52.31581644631602,51.311258223890526,51.3703498840332,2327200,7,2,19,5,1997
1997-05-08,51.25214711673733,52.45367708373233,51.17335826644258,51.72488021850586,2923700,8,3,19,5,1997
1997-05-09,52.296114285306025,52.3946003762388,51.46883112147067,52.079444885253906,2558200,9,4,19,5,1997
1997-05-12,52.27642711287453,53.103710435685656,52.23703266893114,52.94613265991211,2357900,12,0,20,5,1997
1997-05-13,52.90675197255046,53.00523810801686,52.32568377329869,52.72947692871094,1195100,13,1,20,5,1997
1997-05-14,53.09382751644058,53.26125379501218,52.59154868072578,52.82791519165039,2772000,14,2,20,5,1997
1997-05-15,52.82794514973958,53.32037566008391,52.640821555808735,53.1824951171875,884100,15,3,20,5,1997
1997-05-16,53.024912732103196,53.143096044284704,52.31581285901415,52.45369338989258,1934200,16,4,20,5,1997
1997-05-19,52.512777196383574,52.887024295682636,52.35519947036292,52.611263275146484,1375800,19,0,21,5,1997
1997-05-20,52.49305281954874,53.379427069785024,52.15820032501503,53.241546630859375,1756400,20,1,21,5,1997
1997-05-21,53.37946166539572,53.56658523949951,52.72945346061415,53.12339782714844,1208000,21,2,21,5,1997
1997-05-22,53.182499323572436,53.24159098948751,52.6703715523084,52.94613265991211,907600,22,3,21,5,1997
1997-05-23,53.182500409675704,53.714325413772464,53.04461985305803,53.43856430053711,644400,23,4,21,5,1997
1997-05-27,53.18249437777481,53.91129152295173,53.113554107285104,53.65522766113281,1531000,27,1,22,5,1997
1997-05-28,53.655211461100286,53.862032210124354,53.27111578434131,53.645362854003906,716700,28,2,22,5,1997
1997-05-29,53.63552999311537,53.734016092992555,53.26128281358206,53.330223083496094,1282700,29,3,22,5,1997
1997-05-30,52.45369161063378,53.93098296279207,52.39459995654745,53.67491912841797,2143300,30,4,22,5,1997
1997-06-02,53.793114303268275,53.89160041513805,53.3991698557892,53.43856430053711,1479100,2,0,23,6,1997
1997-06-03,53.202184592478375,53.85219277150532,53.162790157385835,53.26127624511719,1562100,3,1,23,6,1997
1997-06-04,53.280975457607745,53.41885598559416,52.99536579249303,53.202186584472656,1063100,4,2,23,6,1997
1997-06-05,53.32036960507529,53.773405623145756,53.21203490510192,53.3991584777832,1180800,5,3,23,6,1997
1997-06-06,53.320355031666296,54.48249058647542,53.320355031666296,54.44309616088867,1511100,6,4,23,6,1997
1997-06-09,54.48251684695546,54.7582779589791,54.423425180093254,54.7188835144043,1823400,9,0,24,6,1997
1997-06-10,54.738566190704894,55.0931160976616,54.521896803120235,54.886295318603516,1217500,10,1,24,6,1997
1997-06-11,54.83706065176893,55.09312451257101,54.72872594142959,55.01433563232422,1673800,11,2,24,6,1997
1997-06-12,55.38857740664172,56.09767725964283,55.19160522525253,56.077980041503906,4273300,12,3,24,6,1997
1997-06-13,56.13706722279452,56.72798371987657,56.03858113994751,56.55070877075195,2132900,13,4,24,6,1997
1997-06-16,56.5704231262207,56.728000906516584,56.39314812338784,56.5704231262207,800400,16,0,25,6,1997
1997-06-17,56.37344722667998,56.87572636863677,56.05829168662866,56.49163055419922,2048100,17,1,25,6,1997
1997-06-18,56.17646391263285,56.49161939040358,56.0779778258295,56.294647216796875,1971900,18,2,25,6,1997
1997-06-19,56.4817765900583,57.04314734256629,56.33404744466146,56.8757209777832,2029900,19,3,25,6,1997
1997-06-20,56.909322917305445,57.16638379219251,56.632488128965534,56.681922912597656,1396900,20,4,25,6,1997
1997-06-23,56.57316672959667,56.889549346749256,55.26808843384226,55.30763626098633,3991500,23,0,26,6,1997
1997-06-24,55.841545041136165,56.86978878835255,55.68335369541056,56.71159744262695,4895100,24,1,26,6,1997
1997-06-25,56.622592873117895,57.10705368170578,55.64378430066484,56.316097259521484,4708900,25,2,26,6,1997
1997-06-26,56.217226054017274,56.71157380334912,55.485591385006146,56.03926086425781,2569900,26,3,26,6,1997
1997-06-27,56.29633799252904,56.77091196928376,56.118372751246014,56.25679016113281,2617900,27,4,26,6,1997
1997-06-30,56.25678883152319,56.61271930567694,55.60424962890798,55.88108444213867,2384900,30,0,27,6,1997
1997-07-01,55.99970058829437,56.6720133778431,55.930491918781996,56.53359603881836,1749000,1,1,27,7,1997
1997-07-02,56.67205587913476,57.4630126953125,56.45454275468589,57.4630126953125,1961800,2,2,27,7,1997
1997-07-03,58.1353275741919,58.31329286268433,57.87826660192506,58.253971099853516,2539100,3,3,27,7,1997
1997-07-07,58.45170041726613,58.530796087654856,57.52232629019864,57.660743713378906,1158600,7,0,28,7,1997
1997-07-08,57.73983476199582,58.33305224242729,57.70028692996706,58.26384353637695,3396500,8,1,28,7,1997
1997-07-09,58.41214186145414,58.45168968939012,56.96864614179058,57.621185302734375,5390300,9,2,28,7,1997
1997-07-10,57.66073705362386,58.115537105830086,57.255371789700924,57.87825012207031,2072200,10,3,28,7,1997
1997-07-11,57.957349085588625,58.33305349794829,57.818931670508746,58.075992584228516,2258900,11,4,28,7,1997
1997-07-14,58.1452145346637,58.41216246740234,57.720075234376246,58.253971099853516,3186400,14,0,29,7,1997
1997-07-15,58.412150209395314,58.69887200290792,57.87825445595806,58.550567626953125,2983100,15,1,29,7,1997
1997-07-16,58.9262912495931,59.53928286997477,58.77798682530721,59.32176971435547,2621300,16,2,29,7,1997
1997-07-17,59.24263278571405,59.361276242561274,58.708737229901544,59.02511978149414,1794800,17,3,29,7,1997
1997-07-18,58.85705454961988,58.9855849895905,57.621184934517835,57.76948928833008,3961900,18,4,29,7,1997
1997-07-21,57.759606882940005,57.95734603693843,57.383902490343,57.779380798339844,3810300,21,0,30,7,1997
1997-07-22,58.016686331572025,59.351426047789175,57.97713848812855,59.3118782043457,4243400,22,1,30,7,1997
1997-07-23,59.44037822918133,59.786421681946024,59.183317378556126,59.262413024902344,3204300,23,2,30,7,1997
1997-07-24,59.44036462607078,59.64799065021374,58.6494083436214,59.53923416137695,4152700,24,3,30,7,1997
1997-07-25,59.835878145896785,59.994069495918986,59.24266058331354,59.49972152709961,2364800,25,4,30,7,1997
1997-07-28,59.63810922301089,59.835848311946606,59.163535409565185,59.46014404296875,2794700,28,0,31,7,1997
1997-07-29,59.24266470004124,59.776560543466175,59.114134219216716,59.65791702270508,2737100,29,1,31,7,1997
1997-07-30,59.79630377251243,60.50816453170901,59.736982042579385,60.369747161865234,4839800,30,2,31,7,1997
1997-07-31,60.369712167958745,60.765190138269645,60.1324253857722,60.31039047241211,2138700,31,3,31,7,1997
1997-08-01,60.429088760787835,60.56750617614304,59.36129727090481,60.073158264160156,7077700,1,4,31,8,1997
1997-08-04,59.97428143251436,60.45874232769952,59.73699446344407,60.23134231567383,2339500,4,0,32,8,1997
1997-08-05,60.17203875539184,60.54774323661183,60.053395235006576,60.27090835571289,1466700,5,1,32,8,1997
1997-08-06,60.38953533725012,61.08162234995601,60.152248361465254,60.76523971557617,2478200,6,2,32,8,1997
1997-08-07,61.06179861600282,61.140894210065,60.19174708131884,60.31039047241211,3641900,7,3,32,8,1997
1997-08-08,59.67766328221823,59.954498035681134,58.471454713558416,59.08444595336914,7113100,8,4,32,8,1997
1997-08-11,59.32175772530692,59.65791435241699,58.60989663260323,59.51949691772461,6355900,11,0,33,8,1997
1997-08-12,59.618348985165866,59.825975076158976,58.511009833202586,58.57033157348633,6132500,12,1,33,8,1997
1997-08-13,59.282206069321056,59.38107565916315,57.87825789356329,58.39237976074219,6982300,13,2,33,8,1997
1997-08-14,58.906456565084724,59.04487388497583,58.03640484005494,58.60984802246094,3462700,14,3,33,8,1997
1997-08-15,58.29350279699499,58.29350279699499,56.71158955962742,56.81045913696289,4907100,15,4,33,8,1997
1997-08-18,57.18616634442931,58.075992584228516,56.533627101909886,58.075992584228516,5638900,18,0,34,8,1997
1997-08-19,58.35282794203834,58.78785410765164,57.91780177642504,58.74830627441406,3802800,19,1,34,8,1997
1997-08-20,58.807591868332274,59.67764366463578,58.59996587148712,59.63809585571289,3564600,20,2,34,8,1997
1997-08-21,59.559024868726006,59.63812051928208,58.273720547189754,58.59010314941406,5392600,21,3,34,8,1997
1997-08-22,57.58163590209055,58.679088097339864,57.304801114099725,58.57033157348633,8087800,22,4,34,8,1997
1997-08-25,58.70876332292392,59.10424168818444,58.11554577503315,58.35283279418945,3888000,25,0,35,8,1997
1997-08-26,58.21441617852537,58.57034671222559,57.39379855916096,57.49266815185547,4290000,26,1,35,8,1997
1997-08-27,57.58164605034722,58.19463747464693,57.20594162900223,57.838706970214844,5484300,27,2,35,8,1997
1997-08-28,57.700300405059004,58.17487450023427,56.948891421031504,56.958778381347656,4287900,28,3,35,8,1997
1997-08-29,57.02798113684437,57.650859571591454,56.770920195520176,57.18617248535156,2652300,29,4,35,8,1997
1997-09-02,57.383897856746195,59.07456748691566,57.32457611533674,59.04490661621094,7294000,2,1,36,9,1997
1997-09-03,59.03501124526515,59.47992424242425,58.68896780303031,58.728515625,2812500,3,2,36,9,1997
1997-09-04,58.88673112192214,59.30198342331917,58.688991930780695,59.104244232177734,2473700,4,3,36,9,1997
1997-09-05,59.460166005795486,59.75677474875755,58.59011369310676,58.9361572265625,3663300,5,4,36,9,1997
1997-09-08,59.30195948363585,59.47992468382015,59.04489863892519,59.19320297241211,803500,8,0,37,9,1997
1997-09-09,58.98560191235678,59.65791517585665,58.787862717209755,59.2228889465332,1885200,9,1,37,9,1997
1997-09-10,58.92627275156723,59.16355975593596,57.99689865112305,57.99689865112305,3623700,10,2,37,9,1997
1997-09-11,58.07597207140645,58.15506770922927,57.10705050807689,57.70026779174805,7055900,11,3,37,9,1997
1997-09-12,58.214413107346125,58.82740454971288,57.54209991249226,58.62966537475586,6708000,12,4,37,9,1997
1997-09-15,58.62967328123144,59.04492560463983,58.333064478796885,58.53080368041992,2060500,15,0,38,9,1997
1997-09-16,59.0449012952489,60.29065775258335,58.86693608705826,59.994049072265625,6979000,16,1,38,9,1997
1997-09-17,60.349979488646895,60.42907513673162,59.796309952053804,59.994049072265625,2220000,17,2,38,9,1997
1997-09-18,60.11272313988401,60.98277571164549,60.09294921779852,60.25114059448242,5045400,18,3,38,9,1997
1997-09-19,60.11488144964578,60.56142645876332,59.95610989084843,60.3530387878418,1566400,19,4,38,9,1997
1997-09-22,60.650744421330835,61.09728949642244,60.472126391294196,60.69043731689453,3259000,22,0,39,9,1997
1997-09-23,60.69043647726011,60.77974549104287,60.174428842070846,60.4125862121582,1872800,23,1,39,9,1997
1997-09-24,60.571368121121566,61.03775971707385,59.87674233991604,59.91643524169922,2793100,24,2,39,9,1997
1997-09-25,59.856888937107165,60.17443211449235,59.45995996537568,59.49965286254883,6327800,25,3,39,9,1997
1997-09-26,59.975965014680746,60.21412238733996,59.81719343290793,59.995811462402344,3995800,26,4,39,9,1997
1997-09-29,60.01567987564507,60.69045934514637,59.797368870806416,60.571380615234375,2065000,29,0,40,9,1997
1997-09-30,60.33322749864186,60.76984953975045,59.93629837036133,59.93629837036133,4137600,30,1,40,9,1997
1997-10-01,60.491994670793126,60.84923085979387,60.19429784662584,60.73015213012695,3567500,1,2,40,10,1997
1997-10-02,60.67062150312392,61.08739711698247,60.5316962985044,61.06755065917969,2577500,2,3,40,10,1997
1997-10-03,61.90109125875907,62.07970934831624,60.55153235988262,61.375160217285156,6499900,3,4,40,10,1997
1997-10-06,61.80185176213378,61.99039305684806,61.543847885156346,61.782005310058594,2272100,6,0,41,10,1997
1997-10-07,61.940753351572134,62.55599313173834,61.732365684096486,62.35752868652344,1832800,7,1,41,10,1997
1997-10-08,62.46670637375269,62.476629599546776,61.43469089116805,61.920928955078125,4439400,8,2,41,10,1997
1997-10-09,61.46445642755361,61.99038735920687,61.107220323034404,61.702613830566406,3607600,9,3,41,10,1997
1997-10-10,61.166769726660945,61.59346847718761,61.12707681963521,61.52400588989258,2858100,10,4,41,10,1997
1997-10-13,61.82169164030006,61.95069356507115,61.42476264100439,61.583534240722656,1760300,13,0,42,10,1997
1997-10-14,61.90104820187559,61.92089464246612,61.08734413766369,61.60335159301758,2235700,14,1,42,10,1997
1997-10-15,61.16672373972749,61.64303826592913,61.14687730113575,61.464420318603516,2601700,15,2,42,10,1997
1997-10-16,61.801843350327864,61.92092204657127,60.33320609665919,60.49197769165039,9488100,16,3,42,10,1997
1997-10-17,60.343165675496124,60.57139998079729,59.06306891967652,59.876773834228516,8151300,17,4,42,10,1997
1997-10-20,60.23399075651481,60.8095379499049,59.797368747736115,60.73015213012695,3636400,20,0,43,10,1997
1997-10-21,61.107236918128244,61.92094159940245,60.98815818428324,61.91101837158203,5225400,21,1,43,10,1997
1997-10-22,61.821693600128064,61.85146327601898,61.30568588468559,61.504150390625,4485200,22,2,43,10,1997
1997-10-23,60.29349517822265,60.809502707726864,59.87671986593079,60.293495178222656,8054100,23,3,43,10,1997
1997-10-24,61.067532937577425,61.067532937577425,59.48974000012621,59.69812774658203,6778700,24,4,43,10,1997
1997-10-27,59.07297254377796,59.65844295870873,55.15329773195328,55.37160873413086,10840700,27,0,44,10,1997
1997-10-28,53.58540939905004,58.9836432348062,53.58540939905004,58.56686782836914,19548000,28,1,44,10,1997
1997-10-29,58.74549360207219,59.53935162372181,57.9714820309638,58.408103942871094,10134400,29,2,44,10,1997
1997-10-30,57.55471739195717,58.78519755688867,56.99901667231069,57.11809539794922,9772900,30,3,44,10,1997
1997-10-31,58.30884930622958,58.74547105052402,57.43560581764071,58.467620849609375,7072700,31,4,44,10,1997
1997-11-03,59.18211999345333,59.936285171102966,58.98365547301921,59.69812774658203,5548500,3,0,45,11,1997
1997-11-04,59.618741938408384,59.97597807518979,59.241659349583564,59.69812774658203,3455700,4,1,45,11,1997
1997-11-05,59.81721299906454,60.511838896532105,59.59890200271759,59.89659881591797,4774900,5,2,45,11,1997
1997-11-06,59.71795870756996,59.91642317652167,59.38056911035205,59.66834259033203,3679800,6,3,45,11,1997
1997-11-07,58.6660908671458,59.221791321909016,58.07069752275663,59.0233268737793,10606800,7,4,45,11,1997
1997-11-10,59.4599613246479,59.59888646792978,58.42794597455387,58.66610336303711,4347900,10,0,46,11,1997
1997-11-11,58.86459606275149,59.102753565365454,58.44782043317705,58.685977935791016,3212400,11,1,46,11,1997
1997-11-12,58.18977565660003,58.884401218667215,57.39591787138038,57.475303649902344,6775300,12,2,46,11,1997
1997-11-13,58.09053846246292,58.52716020697068,57.21729497344742,58.3088493347168,8589600,13,3,46,11,1997
1997-11-14,58.62638849600439,59.31109073131656,58.179843559931236,59.10270309448242,5827900,14,4,46,11,1997
